,index,Title,Comment,Language,Comment Length
706,706,THE HARDER THEY FALL  ,This looks amazing!  Idris Elba and Regina King together....I'm in!,en,67
707,707,THE HARDER THEY FALL  ,Let’s hope the film is half as good as the trailer because I am loving this!,en,76
708,708,THE HARDER THEY FALL  ,When will it be aired on netflix,en,32
709,709,THE HARDER THEY FALL  ,Why are they cartridge cases all over the floor when they're all firing revolvers? Just askin'.,en,95
710,710,THE HARDER THEY FALL  ,You had me at Regina and Idris,en,30
711,711,THE HARDER THEY FALL  ,"When you send God a text message 
Me : Please God let this movie be as good as the trailer 🙏🏾😭",en,94
712,712,THE HARDER THEY FALL  ,I am here for the Nigerian soundtrack. Afrobeat hits different on this,en,70
713,713,THE HARDER THEY FALL  ,I'm liking this movie already. I just wish it came out on the silver screen.,en,76
714,714,THE HARDER THEY FALL  ,"The cheerful drawer nally explain because operation inherently nest mid a bite-sized spruce. smooth, squeamish orange",en,117
715,715,THE HARDER THEY FALL  ,"My mom loved westerns all her life--Gunsmoke, The Rifleman, Bonanza. None of those shows ever really reflected us, of course. If she were alive today, she would flip over this movie!",en,182
716,716,THE HARDER THEY FALL  ,Loving the fela  Sound track !!,en,31
717,717,THE HARDER THEY FALL  ,"F9 (NEW 2021) 𝐅𝐮𝐥𝐥 𝐇𝐃 𝟏𝟎𝟖𝟎
👉 https://is.gd/oKxktE
 ",Unknown,51
718,718,THE HARDER THEY FALL  ,"I smacked my lips cause it is a western movie
The cast made me giggle like a kid with ice cream
The intro by fela gave me full on brain aneurism
This shit is the full treat",en,172
719,719,THE HARDER THEY FALL  ,I am definitely here for this! Love to see my man RJ!,en,53
720,720,THE HARDER THEY FALL  ,"Despite all his rage, they still keeping itchy elbow in a cage.",en,63
721,721,THE HARDER THEY FALL  ,I can't wait to see this!!,en,26
722,722,THE HARDER THEY FALL  ,This might as well be called Magnificent 8,en,42
723,723,THE HARDER THEY FALL  ,Did they really play that fela’s song? Damn!!!am tripping 😳😳😳😳,en,62
724,724,THE HARDER THEY FALL  ,Why is brass flying out of revolvers!?,en,38
725,725,THE HARDER THEY FALL  ,They should definitely wide release this movie!!!!,en,50
726,726,THE HARDER THEY FALL  ,why would you stop your massive train in the middle of nowhere because of 1 single person on the tracks?,en,104
727,727,THE HARDER THEY FALL  ,"I've always been a big fan of Idris Elba.
Can't wait....",en,56
728,728,THE HARDER THEY FALL  ,Fela's 'Aphrodisiac' is the soundtrack! That's enough for me to watch this!,en,75
729,729,THE HARDER THEY FALL  ,The fela intro was  🔥🔥,en,22
730,730,THE HARDER THEY FALL  ,"Remember when blacks cried and moaned because of a lack of representation, all white main cast is ""racist"" but all black main cast is totally fine apparently.",en,158
731,731,THE HARDER THEY FALL  ,"Remember when blacks cried and moaned because of a lack of representation, all white main cast is ""racist"" but all black main cast is totally fine apparently.",en,158
732,732,THE HARDER THEY FALL  ,IM SO READY FOR THIS TT_TT,en,26
733,733,THE HARDER THEY FALL  ,I have never rewound a trailer so many times!  😁😁😁😁😁😁,en,53
734,734,THE HARDER THEY FALL  ,This is gonna be good missed some western cowboy shit.,en,54
735,735,THE HARDER THEY FALL  ,"OMG, this grand style.",en,22
736,736,THE HARDER THEY FALL  ,Looks like someone paid close attention to Quentin Tarantino,en,60
737,737,THE HARDER THEY FALL  ,I looooove Delroy Lindo. This looks dope!,en,41
738,738,TILL DEATH  ,Only seeing this movie to support Megan's comeback!!,en,52
739,739,TILL DEATH  ,So glad she's making a comeback and Jennifer's Body recently got the praise it deserved. Can't wait to see her in this!,en,119
740,740,TILL DEATH  ,This looks good just because of Megan.,en,38
741,741,TILL DEATH  ,Best supporting actor: The Picture Frame,en,40
742,742,TILL DEATH  ,"Story writer- Hey I am out of ideas
Director - Okay which all movies did you watch recently?
Story writer- Gerald's game, Home Alone, Saw, Panic room...
Director- Okay where is the blender ?",en,190
743,743,TILL DEATH  ,Hello art director!   The blood would have turned brown on her shirt after hours and hours of sneaking around in the home...,en,124
744,744,TILL DEATH  ,How her makeup manage to stay so perfect after all this “surviving” ?? 😂,en,72
745,745,TILL DEATH  ,When Gerald's Game turns into You're Next...,en,44
746,746,TILL DEATH  ,Felt like i already watched the whole movie by just watching this trailer.,en,74
747,747,TILL DEATH  ,"Through all that, her makeup never smudged.",en,43
748,748,TILL DEATH  ,That’s a strong ass picture frame,en,33
749,749,TILL DEATH  ,This probably looks like the best damn movie she's gonna ever play outside of Transformers.,en,91
750,750,TILL DEATH  ,This actually looks fun!,en,24
751,751,TILL DEATH  ,"Is this going to be a Jigsaw type reveal? Is her husband just going to be pretending to be dead, so she can be killed by a home invasion and he be off free and clear?",en,166
752,752,TILL DEATH  ,I’m sor happy she’s getting a second chance at hollywood,en,56
753,753,TILL DEATH  ,"Jennifer's Body is still once of my best!!! Hopefully the war against Megan is over, and goodness we can retire Jolie and Charlize as the only badass chicks in every movie",en,171
754,754,TILL DEATH  ,Megan looks so fantastic in this. F all the haters.,en,51
755,755,TILL DEATH  ,that's what happened to her after leaving Sam😂,en,46
756,756,TILL DEATH  ,If Geralds Game had a baby with Safe Room.,en,42
757,757,TILL DEATH  ,Felt like i already watched the whole movie by just watching this trailer.,en,74
758,758,TILL DEATH  ,"Megan and blood is inseparable, this is what makes she’s hot.",en,61
759,759,TILL DEATH  ,"Director - How many old movie plots do u wanna fit in?

Storywriter - yes",en,73
760,760,TILL DEATH  ,"She always got it in her. Give her movies, she can deliver 💯",en,60
761,761,TILL DEATH  ,Looks like a transformers fan finally caught up to her.,en,55
762,762,TILL DEATH  ,"looks like Megan is actually trying to act this time, noice lol.",en,64
763,763,TILL DEATH  ,Thought the movie would be longer than just over 2 mins.,en,56
764,764,TILL DEATH  ,"This was amazing, she was made for this Role🖤☺️",en,47
765,765,TILL DEATH  ,I'm glad she's doing another horror movie.,en,42
766,766,TILL DEATH  ,Where's Bumblebee when you need him?!,en,37
767,767,TILL DEATH  ,Cant wait to see this sounds really 😨 scary...❤🎀❤,en,49
768,768,TILL DEATH  ,I'm so excited for her comeback she's a good actress and doesn't get the praise,en,79
769,769,TILL DEATH  ,megan is back! i'm so excited to see more of her on screen she's an amazing actress,en,83
770,770,TILL DEATH  ,Such a perfect couple and a couple of bad guys,en,46
771,771,TILL DEATH  ,Its been a long time since I have been actually excited for a movie again,en,73
772,772,TILL DEATH  ,lmfao 🤣 Well that was a waste of two minutes of my life,en,55
773,773,TILL DEATH  ,Reminds me somewhat of Secret Obsession.,en,40
774,774,TILL DEATH  ,"Damn Megan is in a bunch of scary movies lately. Never been a huge fan, but super impressed by both of her new films! Killin' it Megan.",en,135
775,775,TILL DEATH  ,"I wish the movie is good cause i wish her the best.
She is a rare oddity in Hollywood. 35, mother of 3, family oriented(obviously), romantic and traditional, modest and with self-respect.",en,187
776,776,TILL DEATH  ,As beautiful as she is Megan always looks the same. Never weight gain/loss  for a movie or different hair length/color. No “Monster” makeover.,en,142
777,777,TILL DEATH  ,"Trailer: How much details should I entail?
Director: Yes",en,56
778,778,TILL DEATH  ,Damn!!! she's back 😍🔥,en,21
779,779,TILL DEATH  ,This looks really good,en,22
780,780,TILL DEATH  ,Straight to dvd.,en,16
781,781,TILL DEATH  ,Megan's big comeback:  Pumpkin,id,30
782,782,TILL DEATH  ,Looks mega(n) cøøl !!!,et,22
783,783,TILL DEATH  ,"This is so geralds game,dont breath,panic room vibe with megan in it?yeahh!!!",en,77
784,784,TILL DEATH  ,this actually looks great,en,25
785,785,TILL DEATH  ,Interesting video!!!You should try to make videos on Investment...,en,66
786,786,TILL DEATH  ,"The definition of insanity is doing the same thing over and over again, but expecting different results.

-Which actress do you want for this movie?
-We need an actress?",en,169
787,787,TILL DEATH  ,"No one : 
Megan fox : AHHHHHHHH",en,31
788,788,THE SUICIDE SQUAD  3 ,"""Watch this DC film, because it is directed by a guy who directed a Marvel film."" Nice.",en,87
789,789,THE SUICIDE SQUAD  3 ,it’s like DC forgot the first suicide squad exist & was like “we should totally make a suicide squad movie”,en,107
790,790,THE SUICIDE SQUAD  3 ,"They’re lucky they have Margot Robbie, she’s the only reason I’ll be watching this",en,82
791,791,THE SUICIDE SQUAD  3 ,the actress that plays that harleyquin character has a superpower. She looks amazing no matter what she is doing.,en,113
792,792,THE SUICIDE SQUAD  3 ,"“I mean he’s not harmless, he’s killed 27 children” 😳",en,53
793,793,THE SUICIDE SQUAD  3 ,"Funny that Stallone's lines are going to be memorable despite being mono-syllabic.

BIRD",en,88
794,794,THE SUICIDE SQUAD  3 ,"Never really liked John Cena as a wrestling character, but holy shit the dude is hilarious in every single movie scene he's in.",en,127
795,795,THE SUICIDE SQUAD  3 ,"That's weird.... DC be like, ""from the director of guardians of the galaxy""",en,75
796,796,THE SUICIDE SQUAD  3 ,I feel like when polka dot man says he's finally a hero he dies and that hurts.,en,79
797,797,THE SUICIDE SQUAD  3 ,"“I mean he’s not harmless, he’s killed 27 children”
I mean I know it's dark humor but damn that's atrocious.",en,108
798,798,THE SUICIDE SQUAD  3 ,about time we got a harley costume that looks like a harley costume,en,67
799,799,THE SUICIDE SQUAD  3 ,"Unlike most I actually loved the other suicide squad movie, and I think I'm going to love this one too.",en,103
800,800,THE SUICIDE SQUAD  3 ,"Harley quinn enjoying without joker
Joker:😭😭",en,44
801,801,THE SUICIDE SQUAD  3 ,"I got goosebumps when she was like, ""that's my dad""",en,51
802,802,THE SUICIDE SQUAD  3 ,I’m hoping cena’s performance as the peacemaker will be good and like Dave batista as drax it will be a memorable role.,en,119
803,803,THE SUICIDE SQUAD  3 ,"He’s in prison for putting Superman in the ICU with the Kryptonite bullet.
Hobbs & Shaw: He’s Black Superman",en,108
804,804,THE SUICIDE SQUAD  3 ,When DC f’d up so bad they had to recruit a  marvel director to fix the franchise,en,81
805,805,THE SUICIDE SQUAD  3 ,"I got goosebumps when she was like, ""that's my dad""",en,51
806,806,THE SUICIDE SQUAD  3 ,DC finally hired someone from Marvel who knows how to make super hero movies,en,76
807,807,THE SUICIDE SQUAD  3 ,I can already see the honest trailers of this movie being absolutely hilarious 🤣🤣🤣,en,82
808,808,THE SUICIDE SQUAD  3 ,"Well then, I'm going to give you a second chance Suicide Squad, please don't break my heart again.",en,98
809,809,THE SUICIDE SQUAD  3 ,"I watched this trailer like five times. I'm glad they're doing a second movie. I liked the first one, even more so with the extended content. This movie is going to blow up in the theaters, hopefully.",en,200
810,810,THE SUICIDE SQUAD  3 ,"Why are y'all butthurt about James Gunn directing a DC Movie?? Y'all must not know he was also writer/producer/director for the Scooby Doo movies, Dawn of the Dead, the Lollipop Chainsaw game and Slither. Hence, ""from the horribly beautiful mind of James Gunn"". There's a vision for the film that needs his mindset. If you like a PS4 and Xbox One, get both. Makes no sense to compete.",en,384
811,811,THE SUICIDE SQUAD  3 ,"Look, even if this movie turns out to be a POS, it's still going to be better than the first one.
At least this time their not taking themselves so seriously.",en,158
812,812,THE SUICIDE SQUAD  3 ,"Waller:It's called project Project Starfish.Any questions?
Everyone: Raises their hand
Waller:No mayonnaise is not an instrument i watched that show too",en,152
813,813,THE SUICIDE SQUAD  3 ,Remember kids whoever doesnt get a 5 min intro is gonna die in the first half.,en,78
814,814,THE SUICIDE SQUAD  3 ,"I have the feeling that the scene where Harley espaces gonna be accompanied by Katy Perry's Unconditionally

...just a feeling.",en,127
815,815,THE SUICIDE SQUAD  3 ,"Heimdall got nerfed, lost his BDE lol",en,37
816,816,THE SUICIDE SQUAD  3 ,Wow. The Doctor has a really nice haircut in this movie.,en,56
817,817,THE SUICIDE SQUAD  3 ,I bet Stallone had a blast playing king shark lol.,en,50
818,818,THE SUICIDE SQUAD  3 ,"A DC movie trailer with the line ""From the director of.."" a Marvel movie.
Cool.",en,79
819,819,THE SUICIDE SQUAD  3 ,"They're gonna fight Starro, that's gonna be awesome. I hope I get to see this in the cinema 😅",en,93
820,820,THE SUICIDE SQUAD  3 ,Hopefully they let the Doctor talk more in the movie...,en,55
821,821,THE SUICIDE SQUAD  3 ,When the directors of Marvel's The Guardian of Galaxy enters DC universe,en,72
822,822,THE SUICIDE SQUAD  3 ,I cant stop laughing at peter capaldi's head XD,en,47
823,823,THE SUICIDE SQUAD  3 ,I read in a BoP post someone saying that Harley’s glitter bombs and flowers were what she saw instead of gore and blood splatter.  After seeing this I’m now convinced they were right.,en,183
824,824,THE SUICIDE SQUAD  3 ,"Dc woke up and choose violence: ""from the director of guardians of the galaxy"" lmao
James Gunn: ahh shit I already used a talking tree and racoon and marvel ppl loved it .........Dc would like weasel and shark 
fandoms proceed to clash  
Waner bros smile in profit for the first time and Disney pumps out another  Black widow promo",en,331
825,825,THE SUICIDE SQUAD  3 ,The writing sounds so much more natural and funny.,en,50
826,826,THE SUICIDE SQUAD  3 ,Everyone stand down..  I SAID STAND DOWN!!!  Gave me chills. She is 100% perfect to play Amanda Waller.,en,103
827,827,THE SUICIDE SQUAD  3 ,"""He's in prison for putting Superman in the ICU...""

Idris Elba: I'm Am Black Superman!!",en,88
828,828,THE SUICIDE SQUAD  3 ,This seems better than the first one... hopefully,en,49
829,829,THE SUICIDE SQUAD  3 ,"Well he’s not a talking raccoon but he’ll do, I might enjoy this!
Love
Tom",en,74
830,830,THE SUICIDE SQUAD  3 ,"when dc uses the ""from the director of the guardian of the galaxy""  lol",en,71
831,831,THE SUICIDE SQUAD  3 ,Decent traile----- Capaldi?!   I'm fucking IN.,en,46
832,832,THE SUICIDE SQUAD  3 ,"Love the new voice actor of king shark, still my favorite character from the suicide squad.",en,91
833,833,THE SUICIDE SQUAD  3 ,"I feel like Polkadot man is gonna die right after shouting ""I'm a Super-Hero!""",af,78
834,834,THE SUICIDE SQUAD  3 ,They should’ve led with this trailer. Those early access trailers rarely do a movie any favors,en,94
835,835,THE SUICIDE SQUAD  3 ,Finally some light after long darkness.,en,39
836,836,THE SUICIDE SQUAD  3 ,The trailer alone already looks way better than the entire first movie.,en,71
837,837,THE SUICIDE SQUAD  3 ,"People said: ""If you're not beauty be crazy""
Well you got both there,my queen",en,77
838,838,INFINITE Official  ,Can't be a Mark Wahlberg film if he has his shirt on the whole time,en,67
839,839,INFINITE Official  ,"""TENET"" ,,, but with an ""INFINITE"" amount of confusion.
😅😆😁😄🙃",en,61
840,840,INFINITE Official  ,I'm sure we all thought Apocalypto,en,34
841,841,INFINITE Official  ,Is this a remake of Wanted but he dies/relives?🤣,en,48
842,842,INFINITE Official  ,"I could hear the director say 

let's wrap this shit up real quick ",en,67
843,843,INFINITE Official  ,I'm so excited to see him play another character as himself again.,en,66
844,844,INFINITE Official  ,"when you're stuck writing a script, just remember, you can always have a car crash right into the middle of the scene and a woman can yell ""get in"".",en,148
845,845,INFINITE Official  ,"It's a good movie besides the obvious plot flaw, hes trying to kill everybody so he can't be reincarnated, yet he has a gun that makes people not able to come back by trapping the soul on a computer chip..

He could've just shot himself in the head 🙄😂",en,251
846,846,INFINITE Official  ,"Villain: wants to die and invents gun to kill enemies and stop reincarnation.
Also villain: doesn't just shoot himself with said gun 💀",en,134
847,847,INFINITE Official  ,"I see Mark Wahlberg, I instantly go into ""shut up and take my money"" mode",en,73
848,848,INFINITE Official  ,"""Every time you say i don't know, I will pull the trigger. Is this yours?""
""I have no recollection of this particular item.""",en,124
849,849,INFINITE Official  ,"Mark : reading a movie script's title
Also Mark : can i have a shirtless scene?",en,79
850,850,INFINITE Official  ,"Mark Wahlberg has one constant expression ... ""What is 437 divided by 79?""",en,74
851,851,INFINITE Official  ,"""You have lived many lives. Now close your eyes. Concentrate. What do you see?""

""I think ... I think I have a Transfooormer.""",en,126
852,852,INFINITE Official  ,"And then Dylan O'Brien saved the entire movie within few minutes, not much people can do that. It's Stilinski style.",en,116
853,853,INFINITE Official  ,that testarossa was the best shot of the whole trailer,en,54
854,854,INFINITE Official  ,"1:26 When dialogue is so mundane que explosion + car chase. The audience quickly forgets the awful dialogue. It's a recipe used in almost all films made in the past 20 years. There are no more sophisticated writers in Hollywood a good writer is rare, a great writer is extinct.",en,277
855,855,INFINITE Official  ,It was a cool trailer in the beginning until the scenarist watched “Fast and Furious”,en,85
856,856,INFINITE Official  ,I thought it was interesting until the car drove through the wall. It's just a normal over the top action movie.,en,112
857,857,INFINITE Official  ,"Director: Mark Just be yourself.
Mark: I don't know if I can.
Director: Meh.",en,76
858,858,INFINITE Official  ,That car was going through those walls like the whole building is made out of cardboard... and not even a scratch on the vehicle. Seems legit.,en,142
859,859,INFINITE Official  ,"This is what the fast and furious franchise has done to movies, it's all about which studio has the biggest cast and most expensive FX budget",en,141
860,860,INFINITE Official  ,"""you will understand, who you can become...""
Mark remembers every single movie he's been in and he says, ""An Actor...""",en,118
861,861,INFINITE Official  ,"But...we're all eternal, ""infinite"" is the wrong word here, which applies to the Supreme Lord..of whom we are infinitesimal expansions. 
Ref: Bhagavad-Gita As it is",en,164
862,862,INFINITE Official  ,This movie is about Morpheous going after neo and trinity in Time Machine.,en,74
863,863,INFINITE Official  ,Do they know he was a peacock? Sometimes you just got to let him fly.,en,69
864,864,INFINITE Official  ,I was hoping Dylan O’Brien would be in it more🙁,en,47
865,865,INFINITE Official  ,"Mark Wahlberg once again in the ""angry and confused while being shirtless""",en,74
866,866,INFINITE Official  ,"This could have been such a great movie if they only focused more on his past lives than on fast cars, money, etc.",en,114
867,867,INFINITE Official  ,"""You have lived many lives. Now close your eyes. Concentrate. What do you see?""



""I think I see some real foods I ate before Fast Food took over.""",en,148
868,868,INFINITE Official  ,It's hard to see Mark in a serious rol after seeing The Other Guys.,en,67
869,869,INFINITE Official  ,"Highlander be like ""I want my sword back Marky Mark!""",af,53
870,870,INFINITE Official  ,No one gonna talk about the poor CGI where the rear wheel of the car went through the cops roof?,en,96
871,871,INFINITE Official  ,Mark Wahlberg cannot act. He plays the same guy in every movie. It's uncanny. Once you notice it you can never un see it.,en,121
872,872,INFINITE Official  ,"When you expected some super dope high tech device to reboot Mark's memory, it turned out you can just do it in your own bathroom, by simply throwing him into the bathtub and hold his head...",en,191
873,873,INFINITE Official  ,He’ll be a great add-on to Dom’s secret agent race car driving tank destroying car flying Kung fu fighting poor but rich family.,en,128
874,874,INFINITE Official  ,"ထ ...been waiting a long time to use my Burmese keyboard — thank you, Mark Wahlberg.",en,84
875,875,INFINITE Official  ,"The trailer is better than the movie!
I had high hopes for this, great cast and storyline. Sadly, it was a big disappointment, writing is dead.",en,143
876,876,INFINITE Official  ,I'm waiting to watch this movie 🔥🔥🔥,en,35
877,877,INFINITE Official  ,"F me, wouldn't know where to start to describe how disappointing that was. Felt like they ran out of budget to retake many scenes so just decided to roll with the finished edits.",en,178
878,878,INFINITE Official  ,Fast & Furious: Return of the Highlander looks amazing.,en,55
879,879,INFINITE Official  ,"Me: Clicking on this Trailer because I remembered that Dylan O'Brien was supposed to be in this movie
Me Watching: Where's Dylan? Where's Dylan? Is this him? No, that's not Dylan :(
Me Afterwards: My disappointment is immeasurable, and ... and my day is ruined :'(",en,264
880,880,INFINITE Official  ,"I guess these guys watched FAST & FURIOUS and figured 'yeah, we can do a bullshit car though the cement walls scenes too' hahahahahahaha",en,136
881,881,INFINITE Official  ,"I feel I have seen this movie an infinite number of times,same old.",en,67
882,882,INFINITE Official  ,I remember that scene in Lost where Richard Alpert came to young John Locke and asked him which item was his. Damn that show was good after all.,en,144
883,883,INFINITE Official  ,I like how in all his past lives he's some kind of badass instead of a peasant farmer like 99% of the time,en,106
884,884,INFINITE Official  ,Tell me you look for ideas reading fan fiction without telling me lmao 😭😭😭,en,74
885,885,INFINITE Official  ,This looks like a one off that no-one will remember a line of dialogue from in a year.,en,86
886,886,INFINITE Official  ,"Cracking stuff, now my Shizophrenia makes sense, maybe there’s something in this, or maybe if you talk that way, you’l wake up dribbling in a nut house somewhere 💯",en,163
887,887,INFINITE Official  ,When leonard Shelby (memento) meets james bond,en,46
888,888,BLOOD RED SKY  2 ,It’s nice to see Nosferatu‘s looking vampires make a comeback.,en,62
889,889,BLOOD RED SKY  2 ,When you ask for your Vegan special meal but they messed up and it triggers your rage-,en,86
890,890,BLOOD RED SKY  2 ,"This genuinely looks entertaining. 
I hope the hybrid creature survives",en,71
891,891,BLOOD RED SKY  2 ,This is the kind of twist we need. Not only is the concept unique. It also switches the roles you’d expect to see usually. Can’t wait.,en,134
892,892,BLOOD RED SKY  2 ,"Steward: ""Can I offer you a drink?""
Vampire lady: ""Thank you, I'll have a Bloody Mary""",en,86
893,893,BLOOD RED SKY  2 ,From snakes on a plane to vampires on a plane.... Next year it's warewolves lol.....but I would definitely watch it tho,en,119
894,894,BLOOD RED SKY  2 ,This is what happens when you fake your covid tests to go on holiday..,en,70
895,895,BLOOD RED SKY  2 ,Is this some sort of sequel to 30 days of nights?,en,49
896,896,BLOOD RED SKY  2 ,"the title should be
Underworld: Upper world",en,43
897,897,BLOOD RED SKY  2 ,Missed opportunity to call this “Vampires on a Plane”,en,53
898,898,BLOOD RED SKY  2 ,It's like FLIGHT PLAN meets Dracula😁😘😍,en,38
899,899,BLOOD RED SKY  2 ,Doesn’t she know thats Drac she's going against? I mean she a vamp but he's the Original Vampire,en,96
900,900,BLOOD RED SKY  2 ,The only person who could screw this up would be Zack Snyder.,en,61
901,901,BLOOD RED SKY  2 ,Looks good can't wait,en,21
902,902,BLOOD RED SKY  2 ,Please let this be the expansion of the 30 Days of Night universe!,en,66
903,903,BLOOD RED SKY  2 ,"the general plot from what I get terrorist hijacks' plane, vampire mom who is suppressing her symptom for her son decides to stop to protect her child. But after biting several hijackers it accidently turned several into incontrollable vampires that starts a massive outbreak throughout the plane leading to the government questioning whether to destroy or quarantine the plane instead.",en,386
904,904,BLOOD RED SKY  2 ,"Vampires? Nah, I’m a Titan shifter. Obviously, I won’t transform, my hp will regen.",en,83
905,905,BLOOD RED SKY  2 ,"Nah, it must be my favorite movie on Netflix",en,44
906,906,BLOOD RED SKY  2 ,This is 30 Days of Night meets Passenger 57!,en,44
907,907,BLOOD RED SKY  2 ,All this movie need is a Wesley Snipe Cameo.,en,44
908,908,BLOOD RED SKY  2 ,"Hijackers: You are hijacked. 
Vampire on plane: Cute!!",nl,54
909,909,BLOOD RED SKY  2 ,"Well, it definitely looks better than ""Clifford the Big Red Dog"".",en,65
910,910,BLOOD RED SKY  2 ,Oh it’s like 30 days of night  meets diehard - I’ll watch that 💯🔥❤️ lol…..love that twist……,en,91
911,911,BLOOD RED SKY  2 ,"Damm! That’s looks like it’s going to be good, and I can’t wait to see it.👍🏾",en,76
912,912,BLOOD RED SKY  2 ,"Last night I got my baffle for my bike. I have to admit that it was a tight fit into my little exhaust muffler shorty. I tested just a little to see if it worked, if the noise level was tolerable for me to ride at 10pm last night. I didn't go so far since it was still freaking loud, but I notice in low range it sorta works. I'm excited now since it's the next day, and I could test it out fully. I'm sure I'm going to still need ear protection. I don't mind since the last time I use ear protection and it still freaking hurts. I got ot drop ;my scoot scoot at the shop today, and I was looking forward to riding my bike along the back following my truck which my boys were going to drive the truck, but they want to take their stinking car so they can go their way after the drop off. I need to prepare myself right now.",en,823
913,913,BLOOD RED SKY  2 ,Generally only one genre where I'll tolerate having to read through subtitles but I think I might watch this one.,en,113
914,914,BLOOD RED SKY  2 ,"Coming next year to Netflix, werewolves on train and Zombies in Space",en,69
915,915,BLOOD RED SKY  2 ,"at first i was like Pfft what ever but now im like ...hmm potential i wonder is that going to be a gem, i'll watch it",en,117
916,916,BLOOD RED SKY  2 ,Watched the trailer - knew the whole movie.,en,43
917,917,BLOOD RED SKY  2 ,Dang. That looks good. Netflix putting out a decent movie. Miracles do happen.,en,78
918,918,BLOOD RED SKY  2 ,Can't wait!!!!,en,14
919,919,BLOOD RED SKY  2 ,So this is like Snakes On A Plane or Train To Busan.,en,52
920,920,BLOOD RED SKY  2 ,"Props for the unique story line, this might be interesting",en,58
921,921,BLOOD RED SKY  2 ,That thumbnail was definitely terrifying in a brutal way. Would you just look at that face man. It's something to definitely be afraid of.,en,138
922,922,BLOOD RED SKY  2 ,You’re getting vampires in my Snakes on a plane!,en,48
923,923,BLOOD RED SKY  2 ,Now where have I’ve seen this plot line before oh yeah no where! Bravo,en,70
924,924,BLOOD RED SKY  2 ,Omg voldy’s long lost sibling,tl,29
925,925,BLOOD RED SKY  2 ,"You had one job, Blade! Now Drake's off to hijack a plane.",en,58
926,926,BLOOD RED SKY  2 ,"After watching all the trailers, this great looking Netflix film looks awesome!",en,79
927,927,BLOOD RED SKY  2 ,now this has an interesting story,en,33
928,928,BLOOD RED SKY  2 ,"looks great, the hunters become the hunted",en,42
929,929,BLOOD RED SKY  2 ,The design and make-up is very (30 days of night) looks good👍,en,61
930,930,BLOOD RED SKY  2 ,"If she bites her son, he'll live forever.
Isn't that how it's suppose to work?
🤔🤔🤔",en,82
931,931,BLOOD RED SKY  2 ,Vampires on a plane was an interesting enough concept on it's own. But A vampire anti-hero vs Hijackers? Sign me up!,en,116
932,932,BLOOD RED SKY  2 ,"Wahoo! What in the red blood skies is this? 
Looks great.",en,57
933,933,BLOOD RED SKY  2 ,30 days of night vibes 😌,en,24
934,934,BLOOD RED SKY  2 ,I’m going to watch the f*** out of this.,en,40
935,935,BLOOD RED SKY  2 ,I love this concept I just hope they don't screw the story up,en,61
936,936,BLOOD RED SKY  2 ,This looks interesting.,en,23
937,937,BLOOD RED SKY  2 ,Netflix is killing it.,af,22
938,938,THOSE WHO WISH ME DEAD Official  ,Angelina Jolie 🔥🔥🔥❤️,af,20
939,939,THOSE WHO WISH ME DEAD Official  ,I'm beyond excited to finally see Angelina Jolie in a thriller again!,en,69
940,940,THOSE WHO WISH ME DEAD Official  ,"No matter what she wear, she’s beautiful as always!",en,51
941,941,THOSE WHO WISH ME DEAD Official  ,Finally the  queen of  Hollywood is  back!!! Can't wait to  this movie.,en,71
942,942,THOSE WHO WISH ME DEAD Official  ,zaman ablama ne yapmış be. vay anasını.,tr,39
943,943,THOSE WHO WISH ME DEAD Official  ,"Everyone's all ""OMG ANGELINA JOLIE"" and I'm here all like, ""Oh Yes, Littlefinger with a machine gun..."".",en,104
944,944,THOSE WHO WISH ME DEAD Official  ,"Can we take a moment to salute how beautiful Angelina still is, damn.",en,69
945,945,THOSE WHO WISH ME DEAD Official  ,I love Angelina Jolie. I’m glad that she is staring in a movie again.,en,69
946,946,THOSE WHO WISH ME DEAD Official  ,I love Angelina Jolie. She and Charlize Theron are my all-time favourite actresses.,en,83
947,947,THOSE WHO WISH ME DEAD Official  ,"Say what you want, but Angelina Jolie can ACT.  Bring us those SALT/Croft vibes, girl!  YES!!",en,93
948,948,THOSE WHO WISH ME DEAD Official  ,Now this is the Angelina Jolie I grew up watching! Damn I admire her sooo much,en,78
949,949,THOSE WHO WISH ME DEAD Official  ,"Man, this genre is her forte. When she playing a bad ass girl then we know it will be epic. No hollywood actress can kick ass like Angie, she has the vibe.",en,155
950,950,THOSE WHO WISH ME DEAD Official  ,"When the theme music is Johnny Cash, that's when you know it's going to be good",en,79
951,951,THOSE WHO WISH ME DEAD Official  ,"Am I the only one who feels this has Salt vibe in it? Like, come on.. I want Salt 2 but this.. badass as always!",en,112
952,952,THOSE WHO WISH ME DEAD Official  ,"She’s like fine wine, gets better with age 😍",en,44
953,953,THOSE WHO WISH ME DEAD Official  ,Welcome back queen!!! So excited to see her again in action movies,en,66
954,954,THOSE WHO WISH ME DEAD Official  ,"Jolie always chooses action films with one of a kind and great plot. In Jolie, we trust.",en,88
955,955,THOSE WHO WISH ME DEAD Official  ,THE COMEBACK OF THE LEGENDARY AND PHENOMENAL WOMAN SHE IS MALEFICENT HERSELF ANGELINA JOLIE Y'ALL!,en,98
956,956,THOSE WHO WISH ME DEAD Official  ,Oh my goodness! I was holding my breath for the whole trailer! Haha ‘! Angelina Jolie Delivers again!😍🥰👏,en,104
